,Label,Row,Intervals
772,12-772,"[0, 4, 5, 2, 7, 3, 9, 8, 10, 1, 11, 6]",[ 4  1  9  5  8  6 11  2  3 10  7  6]
773,12-773,"[0, 4, 5, 2, 8, 7, 10, 3, 1, 9, 11, 6]",[ 4  1  9  6 11  3  5 10  8  2  7  6]
774,12-774,"[0, 4, 5, 2, 9, 11, 10, 8, 1, 7, 3, 6]",[ 4  1  9  7  2 11 10  5  6  8  3  6]
775,12-775,"[0, 4, 5, 3, 9, 2, 11, 1, 8, 7, 10, 6]",[ 4  1 10  6  5  9  2  7 11  3  8  6]
776,12-776,"[0, 4, 5, 3, 11, 2, 9, 8, 10, 7, 1, 6]",[ 4  1 10  8  3  7 11  2  9  6  5  6]
777,12-777P,"[0, 4, 7, 8, 10, 3, 9, 5, 2, 1, 11, 6]",[ 4  3  1  2  5  6  8  9 11 10  7  6]
778,12-778S,"[0, 4, 7, 8, 3, 5, 11, 9, 2, 1, 10, 6]",[ 4  3  1  7  2  6 10  5 11  9  8  6]
779,12-779,"[0, 4, 7, 8, 5, 11, 9, 2, 1, 3, 10, 6]",[ 4  3  1  9  6 10  5 11  2  7  8  6]
780,12-780,"[0, 4, 7, 9, 10, 3, 2, 8, 5, 1, 11, 6]",[ 4  3  2  1  5 11  6  9  8 10  7  6]
781,12-781,"[0, 4, 7, 9, 10, 5, 3, 11, 8, 2, 1, 6]",[ 4  3  2  1  7 10  8  9  6 11  5  6]
782,12-782,"[0, 4, 7, 9, 10, 8, 3, 11, 5, 2, 1, 6]",[ 4  3  2  1 10  7  8  6  9 11  5  6]
783,12-783,"[0, 4, 7, 9, 10, 8, 3, 2, 11, 5, 1, 6]",[ 4  3  2  1 10  7 11  9  6  8  5  6]
784,12-784L,"[0, 4, 7, 9, 5, 3, 8, 2, 1, 10, 11, 6]",[ 4  3  2  8 10  5  6 11  9  1  7  6]
785,12-785,"[0, 4, 7, 9, 5, 3, 10, 11, 8, 2, 1, 6]",[ 4  3  2  8 10  7  1  9  6 11  5  6]
786,12-786L,"[0, 4, 7, 9, 5, 3, 2, 8, 1, 10, 11, 6]",[ 4  3  2  8 10 11  6  5  9  1  7  6]
787,12-787,"[0, 4, 7, 9, 8, 1, 2, 11, 5, 3, 10, 6]",[ 4  3  2 11  5  1  9  6 10  7  8  6]
788,12-788,"[0, 4, 7, 9, 8, 1, 11, 5, 2, 3, 10, 6]",[ 4  3  2 11  5 10  6  9  1  7  8  6]
789,12-789,"[0, 4, 7, 9, 8, 3, 1, 2, 11, 5, 10, 6]",[ 4  3  2 11  7 10  1  9  6  5  8  6]
790,12-790,"[0, 4, 7, 1, 8, 10, 3, 2, 11, 9, 5, 6]",[ 4  3  6  7  2  5 11  9 10  8  1  6]
791,12-791,"[0, 4, 7, 1, 9, 2, 11, 10, 8, 3, 5, 6]",[ 4  3  6  8  5  9 11 10  7  2  1  6]
792,12-792,"[0, 4, 7, 1, 11, 8, 10, 3, 2, 9, 5, 6]",[ 4  3  6 10  9  2  5 11  7  8  1  6]
793,12-793S,"[0, 4, 7, 2, 3, 5, 11, 9, 8, 1, 10, 6]",[ 4  3  7  1  2  6 10 11  5  9  8  6]
794,12-794,"[0, 4, 7, 2, 11, 10, 8, 1, 3, 9, 5, 6]",[ 4  3  7  9 11 10  5  2  6  8  1  6]
795,12-795,"[0, 4, 7, 2, 1, 3, 8, 5, 11, 9, 10, 6]",[ 4  3  7 11  2  5  9  6 10  1  8  6]
796,12-796,"[0, 4, 7, 2, 1, 11, 8, 10, 3, 9, 5, 6]",[ 4  3  7 11 10  9  2  5  6  8  1  6]
797,12-797,"[0, 4, 7, 3, 9, 2, 1, 11, 8, 10, 5, 6]",[ 4  3  8  6  5 11 10  9  2  7  1  6]
798,12-798,"[0, 4, 7, 3, 10, 8, 9, 11, 5, 2, 1, 6]",[ 4  3  8  7 10  1  2  6  9 11  5  6]
799,12-799,"[0, 4, 7, 3, 1, 2, 8, 5, 10, 9, 11, 6]",[ 4  3  8 10  1  6  9  5 11  2  7  6]
800,12-800,"[0, 4, 7, 5, 11, 8, 9, 2, 1, 3, 10, 6]",[ 4  3 10  6  9  1  5 11  2  7  8  6]
801,12-801,"[0, 4, 7, 5, 11, 8, 1, 3, 2, 9, 10, 6]",[ 4  3 10  6  9  5  2 11  7  1  8  6]
802,12-802L,"[0, 4, 7, 5, 2, 1, 9, 3, 8, 10, 11, 6]",[ 4  3 10  9 11  8  6  5  2  1  7  6]
803,12-803,"[0, 4, 9, 10, 7, 3, 5, 8, 2, 1, 11, 6]",[ 4  5  1  9  8  2  3  6 11 10  7  6]
804,12-804,"[0, 4, 9, 10, 7, 5, 8, 2, 1, 3, 11, 6]",[ 4  5  1  9 10  3  6 11  2  8  7  6]
805,12-805P,"[0, 4, 9, 10, 8, 5, 11, 7, 2, 1, 3, 6]",[ 4  5  1 10  9  6  8  7 11  2  3  6]
806,12-806,"[0, 4, 9, 10, 8, 7, 2, 11, 5, 1, 3, 6]",[ 4  5  1 10 11  7  9  6  8  2  3  6]
807,12-807L,"[0, 4, 9, 11, 2, 8, 7, 3, 1, 10, 5, 6]",[ 4  5  2  3  6 11  8 10  9  7  1  6]
808,12-808P,"[0, 4, 9, 11, 2, 1, 7, 3, 10, 8, 5, 6]",[ 4  5  2  3 11  6  8  7 10  9  1  6]
809,12-809L,"[0, 4, 9, 11, 5, 1, 10, 8, 7, 2, 3, 6]",[ 4  5  2  6  8  9 10 11  7  1  3  6]
810,12-810,"[0, 4, 9, 11, 5, 2, 3, 1, 8, 7, 10, 6]",[ 4  5  2  6  9  1 10  7 11  3  8  6]
811,12-811,"[0, 4, 9, 11, 7, 8, 2, 1, 10, 5, 3, 6]",[ 4  5  2  8  1  6 11  9  7 10  3  6]
812,12-812,"[0, 4, 9, 11, 7, 1, 10, 8, 3, 2, 5, 6]",[ 4  5  2  8  6  9 10  7 11  3  1  6]
813,12-813,"[0, 4, 9, 11, 8, 3, 2, 10, 1, 7, 5, 6]",[ 4  5  2  9  7 11  8  3  6 10  1  6]
814,12-814,"[0, 4, 9, 11, 10, 7, 5, 1, 2, 8, 3, 6]",[ 4  5  2 11  9 10  8  1  6  7  3  6]
815,12-815,"[0, 4, 9, 11, 10, 8, 5, 1, 7, 2, 3, 6]",[ 4  5  2 11 10  9  8  6  7  1  3  6]
816,12-816,"[0, 4, 9, 3, 11, 1, 10, 8, 7, 2, 5, 6]",[ 4  5  6  8  2  9 10 11  7  3  1  6]
817,12-817,"[0, 4, 9, 3, 11, 2, 1, 8, 10, 7, 5, 6]",[ 4  5  6  8  3 11  7  2  9 10  1  6]
818,12-818S,"[0, 4, 9, 7, 8, 11, 5, 2, 1, 3, 10, 6]",[ 4  5 10  1  3  6  9 11  2  7  8  6]
819,12-819,"[0, 4, 9, 7, 8, 2, 11, 10, 5, 1, 3, 6]",[ 4  5 10  1  6  9 11  7  8  2  3  6]
820,12-820,"[0, 4, 9, 7, 3, 5, 8, 2, 1, 10, 11, 6]",[ 4  5 10  8  2  3  6 11  9  1  7  6]
821,12-821,"[0, 4, 9, 8, 10, 1, 7, 5, 2, 3, 11, 6]",[ 4  5 11  2  3  6 10  9  1  8  7  6]
822,12-822,"[0, 4, 9, 8, 10, 7, 3, 1, 2, 5, 11, 6]",[ 4  5 11  2  9  8 10  1  3  6  7  6]
823,12-823S,"[0, 4, 9, 8, 11, 1, 7, 5, 2, 3, 10, 6]",[ 4  5 11  3  2  6 10  9  1  7  8  6]
824,12-824S,"[0, 4, 9, 8, 5, 7, 1, 11, 2, 3, 10, 6]",[ 4  5 11  9  2  6 10  3  1  7  8  6]
825,12-825,"[0, 4, 10, 3, 5, 2, 1, 9, 7, 8, 11, 6]",[ 4  6  5  2  9 11  8 10  1  3  7  6]
826,12-826,"[0, 4, 10, 3, 1, 9, 11, 8, 7, 2, 5, 6]",[ 4  6  5 10  8  2  9 11  7  3  1  6]
827,12-827L,"[0, 4, 10, 5, 8, 9, 7, 3, 2, 11, 1, 6]",[ 4  6  7  3  1 10  8 11  9  2  5  6]
828,12-828L,"[0, 4, 10, 5, 1, 11, 8, 7, 9, 2, 3, 6]",[ 4  6  7  8 10  9 11  2  5  1  3  6]
829,12-829L,"[0, 4, 10, 7, 9, 8, 1, 2, 5, 3, 11, 6]",[ 4  6  9  2 11  5  1  3 10  8  7  6]
830,12-830,"[0, 4, 10, 7, 2, 1, 3, 8, 11, 9, 5, 6]",[ 4  6  9  7 11  2  5  3 10  8  1  6]
831,12-831L,"[0, 4, 10, 7, 3, 5, 8, 9, 2, 1, 11, 6]",[ 4  6  9  8  2  3  1  5 11 10  7  6]
832,12-832L,"[0, 4, 10, 7, 5, 8, 9, 2, 1, 3, 11, 6]",[ 4  6  9 10  3  1  5 11  2  8  7  6]
833,12-833,"[0, 4, 10, 9, 11, 2, 7, 3, 1, 8, 5, 6]",[ 4  6 11  2  3  5  8 10  7  9  1  6]
834,12-834,"[0, 4, 10, 9, 7, 3, 5, 8, 1, 2, 11, 6]",[ 4  6 11 10  8  2  3  5  1  9  7  6]
835,12-835,"[0, 4, 11, 1, 2, 8, 5, 10, 9, 7, 3, 6]",[ 4  7  2  1  6  9  5 11 10  8  3  6]
836,12-836,"[0, 4, 11, 1, 9, 3, 2, 7, 10, 8, 5, 6]",[ 4  7  2  8  6 11  5  3 10  9  1  6]
837,12-837,"[0, 4, 11, 1, 9, 7, 10, 3, 2, 8, 5, 6]",[ 4  7  2  8 10  3  5 11  6  9  1  6]
838,12-838,"[0, 4, 11, 1, 10, 8, 7, 3, 9, 2, 5, 6]",[ 4  7  2  9 10 11  8  6  5  3  1  6]
839,12-839,"[0, 4, 11, 2, 3, 9, 8, 10, 7, 5, 1, 6]",[ 4  7  3  1  6 11  2  9 10  8  5  6]
840,12-840,"[0, 4, 11, 2, 8, 1, 10, 9, 7, 3, 5, 6]",[ 4  7  3  6  5  9 11 10  8  2  1  6]
841,12-841S,"[0, 4, 11, 2, 1, 3, 9, 7, 8, 5, 10, 6]",[ 4  7  3 11  2  6 10  1  9  5  8  6]
842,12-842,"[0, 4, 11, 2, 1, 9, 3, 8, 10, 7, 5, 6]",[ 4  7  3 11  8  6  5  2  9 10  1  6]
843,12-843,"[0, 4, 11, 5, 1, 10, 8, 7, 9, 2, 3, 6]",[ 4  7  6  8  9 10 11  2  5  1  3  6]
844,12-844,"[0, 4, 11, 5, 2, 10, 9, 7, 8, 1, 3, 6]",[ 4  7  6  9  8 11 10  1  5  2  3  6]
845,12-845L,"[0, 4, 11, 5, 2, 1, 3, 8, 9, 7, 10, 6]",[ 4  7  6  9 11  2  5  1 10  3  8  6]
846,12-846,"[0, 4, 11, 5, 2, 1, 9, 7, 8, 10, 3, 6]",[ 4  7  6  9 11  8 10  1  2  5  3  6]
847,12-847,"[0, 4, 11, 7, 5, 2, 3, 9, 8, 10, 1, 6]",[ 4  7  8 10  9  1  6 11  2  3  5  6]
848,12-848,"[0, 4, 11, 8, 10, 1, 9, 3, 2, 7, 5, 6]",[ 4  7  9  2  3  8  6 11  5 10  1  6]
849,12-849,"[0, 4, 11, 8, 2, 1, 9, 7, 10, 3, 5, 6]",[ 4  7  9  6 11  8 10  3  5  2  1  6]
850,12-850S,"[0, 4, 11, 8, 7, 9, 3, 1, 2, 5, 10, 6]",[ 4  7  9 11  2  6 10  1  3  5  8  6]
851,12-851,"[0, 4, 11, 9, 10, 7, 3, 5, 8, 2, 1, 6]",[ 4  7 10  1  9  8  2  3  6 11  5  6]
852,12-852,"[0, 4, 11, 9, 5, 7, 8, 2, 1, 10, 3, 6]",[ 4  7 10  8  2  1  6 11  9  5  3  6]
853,12-853,"[0, 4, 11, 9, 5, 10, 7, 8, 2, 1, 3, 6]",[ 4  7 10  8  5  9  1  6 11  2  3  6]
854,12-854,"[0, 4, 11, 10, 8, 5, 7, 1, 9, 2, 3, 6]",[ 4  7 11 10  9  2  6  8  5  1  3  6]
855,12-855,"[0, 4, 1, 2, 5, 10, 8, 7, 9, 3, 11, 6]",[ 4  9  1  3  5 10 11  2  6  8  7  6]
856,12-856,"[0, 4, 1, 2, 7, 9, 5, 11, 10, 8, 3, 6]",[ 4  9  1  5  2  8  6 11 10  7  3  6]
857,12-857,"[0, 4, 1, 2, 7, 5, 8, 10, 9, 3, 11, 6]",[ 4  9  1  5 10  3  2 11  6  8  7  6]
858,12-858,"[0, 4, 1, 2, 9, 11, 5, 10, 8, 7, 3, 6]",[ 4  9  1  7  2  6  5 10 11  8  3  6]
859,12-859S,"[0, 4, 1, 2, 9, 11, 5, 3, 8, 7, 10, 6]",[ 4  9  1  7  2  6 10  5 11  3  8  6]
860,12-860,"[0, 4, 1, 3, 8, 7, 2, 5, 11, 9, 10, 6]",[ 4  9  2  5 11  7  3  6 10  1  8  6]
861,12-861L,"[0, 4, 1, 3, 11, 9, 2, 8, 7, 10, 5, 6]",[ 4  9  2  8 10  5  6 11  3  7  1  6]
862,12-862L,"[0, 4, 1, 3, 11, 9, 8, 2, 7, 10, 5, 6]",[ 4  9  2  8 10 11  6  5  3  7  1  6]
863,12-863,"[0, 4, 1, 3, 2, 7, 10, 8, 9, 5, 11, 6]",[ 4  9  2 11  5  3 10  1  8  6  7  6]
864,12-864,"[0, 4, 1, 7, 3, 2, 5, 10, 8, 9, 11, 6]",[ 4  9  6  8 11  3  5 10  1  2  7  6]
865,12-865,"[0, 4, 1, 7, 5, 8, 10, 9, 2, 3, 11, 6]",[ 4  9  6 10  3  2 11  5  1  8  7  6]
866,12-866S,"[0, 4, 1, 8, 9, 11, 5, 3, 2, 7, 10, 6]",[ 4  9  7  1  2  6 10 11  5  3  8  6]
867,12-867P,"[0, 4, 1, 8, 10, 9, 3, 11, 2, 7, 5, 6]",[ 4  9  7  2 11  6  8  3  5 10  1  6]
868,12-868,"[0, 4, 1, 8, 11, 5, 3, 2, 7, 9, 10, 6]",[ 4  9  7  3  6 10 11  5  2  1  8  6]
869,12-869,"[0, 4, 1, 8, 7, 9, 2, 10, 11, 5, 3, 6]",[ 4  9  7 11  2  5  8  1  6 10  3  6]
870,12-870L,"[0, 4, 1, 9, 11, 5, 10, 8, 7, 2, 3, 6]",[ 4  9  8  2  6  5 10 11  7  1  3  6]
871,12-871,"[0, 4, 1, 9, 3, 2, 7, 5, 8, 10, 11, 6]",[ 4  9  8  6 11  5 10  3  2  1  7  6]
872,12-872,"[0, 4, 1, 9, 7, 8, 10, 3, 2, 5, 11, 6]",[ 4  9  8 10  1  2  5 11  3  6  7  6]
873,12-873L,"[0, 4, 1, 11, 2, 7, 3, 9, 8, 10, 5, 6]",[ 4  9 10  3  5  8  6 11  2  7  1  6]
874,12-874,"[0, 4, 1, 11, 7, 10, 9, 2, 8, 3, 5, 6]",[ 4  9 10  8  3 11  5  6  7  2  1  6]
875,12-875,"[0, 4, 2, 3, 5, 10, 7, 1, 9, 8, 11, 6]",[ 4 10  1  2  5  9  6  8 11  3  7  6]
876,12-876,"[0, 4, 2, 3, 10, 7, 9, 8, 11, 5, 1, 6]",[ 4 10  1  7  9  2 11  3  6  8  5  6]
877,12-877,"[0, 4, 2, 5, 7, 8, 1, 10, 9, 3, 11, 6]",[ 4 10  3  2  1  5  9 11  6  8  7  6]
878,12-878,"[0, 4, 2, 5, 7, 3, 9, 8, 1, 10, 11, 6]",[ 4 10  3  2  8  6 11  5  9  1  7  6]
879,12-879,"[0, 4, 2, 7, 9, 3, 11, 10, 1, 8, 5, 6]",[ 4 10  5  2  6  8 11  3  7  9  1  6]
880,12-880P,"[0, 4, 2, 7, 10, 9, 3, 11, 1, 8, 5, 6]",[ 4 10  5  3 11  6  8  2  7  9  1  6]
881,12-881L,"[0, 4, 2, 7, 3, 9, 8, 11, 1, 10, 5, 6]",[ 4 10  5  8  6 11  3  2  9  7  1  6]
882,12-882,"[0, 4, 2, 9, 11, 10, 1, 7, 3, 8, 5, 6]",[ 4 10  7  2 11  3  6  8  5  9  1  6]
883,12-883,"[0, 4, 2, 9, 5, 11, 10, 7, 8, 1, 3, 6]",[ 4 10  7  8  6 11  9  1  5  2  3  6]
884,12-884,"[0, 4, 2, 9, 8, 11, 7, 1, 10, 3, 5, 6]",[ 4 10  7 11  3  8  6  9  5  2  1  6]
885,12-885,"[0, 4, 2, 9, 8, 5, 10, 11, 1, 7, 3, 6]",[ 4 10  7 11  9  5  1  2  6  8  3  6]
886,12-886,"[0, 4, 2, 11, 1, 8, 7, 10, 3, 9, 5, 6]",[ 4 10  9  2  7 11  3  5  6  8  1  6]
887,12-887,"[0, 4, 2, 11, 1, 9, 3, 8, 7, 10, 5, 6]",[ 4 10  9  2  8  6  5 11  3  7  1  6]
888,12-888,"[0, 4, 2, 11, 5, 1, 8, 7, 9, 10, 3, 6]",[ 4 10  9  6  8  7 11  2  1  5  3  6]
889,12-889,"[0, 4, 2, 1, 3, 9, 5, 10, 7, 8, 11, 6]",[ 4 10 11  2  6  8  5  9  1  3  7  6]
890,12-890,"[0, 4, 2, 1, 8, 9, 11, 5, 10, 7, 3, 6]",[ 4 10 11  7  1  2  6  5  9  8  3  6]
891,12-891P,"[0, 4, 2, 1, 8, 5, 11, 7, 9, 10, 3, 6]",[ 4 10 11  7  9  6  8  2  1  5  3  6]
892,12-892,"[0, 4, 2, 1, 9, 11, 5, 10, 7, 8, 3, 6]",[ 4 10 11  8  2  6  5  9  1  7  3  6]
893,12-893L,"[0, 4, 2, 1, 9, 3, 8, 5, 7, 10, 11, 6]",[ 4 10 11  8  6  5  9  2  3  1  7  6]
894,12-894P,"[0, 4, 2, 1, 10, 3, 9, 5, 7, 8, 11, 6]",[ 4 10 11  9  5  6  8  2  1  3  7  6]
895,12-895,"[0, 4, 3, 5, 8, 9, 2, 10, 7, 1, 11, 6]",[ 4 11  2  3  1  5  8  9  6 10  7  6]
896,12-896S,"[0, 4, 3, 5, 8, 1, 7, 2, 11, 9, 10, 6]",[ 4 11  2  3  5  6  7  9 10  1  8  6]
897,12-897,"[0, 4, 3, 5, 10, 1, 9, 7, 8, 2, 11, 6]",[ 4 11  2  5  3  8 10  1  6  9  7  6]
898,12-898,"[0, 4, 3, 5, 11, 8, 9, 7, 2, 10, 1, 6]",[ 4 11  2  6  9  1 10  7  8  3  5  6]
899,12-899S,"[0, 4, 3, 5, 2, 7, 1, 8, 11, 9, 10, 6]",[ 4 11  2  9  5  6  7  3 10  1  8  6]
900,12-900P,"[0, 4, 3, 5, 2, 7, 1, 9, 10, 8, 11, 6]",[ 4 11  2  9  5  6  8  1 10  3  7  6]
901,12-901L,"[0, 4, 3, 5, 2, 8, 1, 9, 7, 10, 11, 6]",[ 4 11  2  9  6  5  8 10  3  1  7  6]
902,12-902,"[0, 4, 3, 5, 2, 9, 10, 8, 11, 7, 1, 6]",[ 4 11  2  9  7  1 10  3  8  6  5  6]
903,12-903,"[0, 4, 3, 8, 10, 1, 7, 2, 11, 9, 5, 6]",[ 4 11  5  2  3  6  7  9 10  8  1  6]
904,12-904,"[0, 4, 3, 8, 10, 7, 1, 11, 2, 9, 5, 6]",[ 4 11  5  2  9  6 10  3  7  8  1  6]
905,12-905S,"[0, 4, 3, 8, 11, 1, 7, 5, 2, 9, 10, 6]",[ 4 11  5  3  2  6 10  9  7  1  8  6]
906,12-906,"[0, 4, 3, 8, 2, 11, 1, 9, 7, 10, 5, 6]",[ 4 11  5  6  9  2  8 10  3  7  1  6]
907,12-907S,"[0, 4, 3, 8, 5, 7, 1, 11, 2, 9, 10, 6]",[ 4 11  5  9  2  6 10  3  7  1  8  6]
908,12-908,"[0, 4, 3, 9, 5, 7, 10, 8, 1, 2, 11, 6]",[ 4 11  6  8  2  3 10  5  1  9  7  6]
909,12-909,"[0, 4, 3, 9, 5, 2, 7, 8, 10, 1, 11, 6]",[ 4 11  6  8  9  5  1  2  3 10  7  6]
910,12-910,"[0, 4, 3, 10, 1, 9, 11, 8, 2, 7, 5, 6]",[ 4 11  7  3  8  2  9  6  5 10  1  6]
911,12-911,"[0, 4, 3, 10, 1, 11, 7, 9, 2, 8, 5, 6]",[ 4 11  7  3 10  8  2  5  6  9  1  6]
912,12-912,"[0, 4, 3, 10, 1, 11, 8, 2, 7, 9, 5, 6]",[ 4 11  7  3 10  9  6  5  2  8  1  6]
913,12-913,"[0, 4, 3, 11, 2, 9, 10, 8, 5, 7, 1, 6]",[ 4 11  8  3  7  1 10  9  2  6  5  6]
914,12-914,"[0, 4, 3, 11, 5, 2, 9, 7, 8, 10, 1, 6]",[ 4 11  8  6  9  7 10  1  2  3  5  6]
915,12-915S,"[0, 4, 3, 1, 8, 11, 5, 2, 7, 9, 10, 6]",[ 4 11 10  7  3  6  9  5  2  1  8  6]
916,12-916,"[0, 4, 3, 1, 9, 11, 8, 2, 7, 10, 5, 6]",[ 4 11 10  8  2  9  6  5  3  7  1  6]
917,12-917L,"[0, 4, 3, 1, 9, 2, 8, 5, 7, 10, 11, 6]",[ 4 11 10  8  5  6  9  2  3  1  7  6]
